rank,score,confidence,seniority,company_name,company_url,company_source,title,job_url,type_of_work,hours_per_week,date_updated,salary,estimated_monthly_usd,skill_requirement,why,summary
144,54,Adjacent AI web/automation builder,"Senior ask, but trainable profile language",Company not exposed,,not_exposed,Marketing Automation and AI Specialist,https://www.onlinejobs.ph/jobseekers/job/Marketing-Automation-and-AI-Specialist-1418038,Full Time,40,"Jun 29, 2026",$800-$1000/month,1000.0,Marketing Automation Monday AI Automation,"AI/build signals: claude, chatgpt, ai tools, ai automation | Build surface: website, websites, landing page, landing pages, dashboard, dashboards, repo, api | Code/build substrate: dashboard, dashboards, repo, api | Trainable language: va | Scarcity/seniority signal: lead","We are looking for an experienced Automation & AI Specialist to help streamline marketing, customer engagement, and internal business processes. You will be responsible for building automated workflows, integrating business tools, creating AI-powered..."
145,53,Adjacent AI web/automation builder,"Senior ask, but trainable profile language",Company not exposed,,not_exposed,AI Agent Developer / Process Automation Specialist,https://www.onlinejobs.ph/jobseekers/job/AI-Agent-Developer-Process-Automation-Specialist-1599916,Full Time,40,"Jul 1, 2026",USD1300/Month,1300.0,Artificial Intelligence,"AI/build signals: ai automation, ai agent, mcp | Build surface: next.js, supabase, repo, javascript, api, webhook, webhooks, database | Code/build substrate: next.js, supabase, repo, javascript, api, webhook | Trainable language: va, learn | Scarcity/seniority signal: lead","About Brooklyn Bradley Brooklyn Bradley is a Property Development and AI solutions company specializing in building innovative tools for the real estate industry. Our mission is to improve operational efficiency, enhance workflows, and deliver high levels of..."
146,53,Adjacent AI web/automation builder,"Senior ask, but trainable profile language",Company not exposed,,not_exposed,Digital Growth Strategist (Meta Ads | Google Ads | GoHighLevel),https://www.onlinejobs.ph/jobseekers/job/Digital-Growth-Strategist-Meta-Ads-Google-Ads-GoHighLevel-1679838,Full Time,40,"Jun 30, 2026",1000 - 1300,1300.0,SEO Lead Generation Digital Marketing,"AI/build signals: claude, chatgpt, ai tools | Build surface: website, websites, landing page, landing pages, repo, api, automation, workflow | Code/build substrate: repo, api | Trainable language: assistant, va | Scarcity/seniority signal: lead, manager",Full-Time | Remote (Philippines) **$5–8 USD/hour + Performance Bonuses** We are a rapidly growing insurance and financial services company looking for our **first Digital Growth Strategist** to lead our online marketing efforts. This is **not** a beginner VA...
147,53,Adjacent AI web/automation builder,"Senior ask, but trainable profile language",Company not exposed,,not_exposed,Full Stack Software/Mobile Developer,https://www.onlinejobs.ph/jobseekers/job/Full-Stack-SoftwareMobile-Developer-1679472,Full Time,40,"Jul 1, 2026","USD$750 – USD$1,150/month",1150.0,HTML Python,"AI/build signals: ai agent, ai agents, agentic | Build surface: react, repo, html, python, api, apis, workflow, workflows | Code/build substrate: react, repo, html, python, api, apis | Trainable language: va, learn | Scarcity/seniority signal: lead, architect, expert, security","Job Description: Full Stack Software/Mobile Developer Company Name: FORMURA LIMITED Role: Full Stack Software/Mobile Developer Salary: USD $750 -- USD $1,150 per month (based on experience) Location: 100% Remote -- Open to talent in India, Philippines..."
148,53,Adjacent AI web/automation builder,"Senior ask, but trainable profile language",Thelatchlink,https://thelatchlink.com,inferred_from_domain,Go HighLevel Tech Specialist,https://www.onlinejobs.ph/jobseekers/job/Go-HighLevel-Tech-Specialist-1677306,Full Time,40,"Jun 26, 2026",4500/month,4500.0,,"AI/build signals: claude, chatgpt, ai tools | Build surface: repo, api, automation, automations, workflow, workflows, gohighlevel, ghl | Code/build substrate: repo, api | Trainable language: va, sop | Scarcity/seniority signal: security","Job description: Role Mission We need someone who can take ownership of our GHL environment and the systems around it. Right now, our GHL setup needs a thorough audit, ongoing maintenance, and a real automation strategy behind it. You'll come in, figure out..."
149,53,Adjacent AI web/automation builder,"Senior ask, but trainable profile language",Company not exposed,,not_exposed,GoHighLevel + n8n Automation Specialist (Full Stack Workflow Builder),https://www.onlinejobs.ph/jobseekers/job/GoHighLevel-n8n-Automation-Specialist-Full-Stack-Workflow-Builder-1582161,Full Time,40,"Jun 25, 2026",800 or 900/month,900.0,GoHighLevel,"AI/build signals: openai, ai tools, llm | Build surface: repo, api, apis, webhook, webhooks, automation, automations, workflow | Code/build substrate: repo, api, apis, webhook, webhooks | Trainable language: va, learn | Scarcity/seniority signal: lead, architect","We are building a fully integrated operational system inside GoHighLevel connected to n8n, and we are looking for a long-term Automation Specialist to own and implement workflows. This is NOT a basic VA position. This role is for someone who understands..."
150,53,Adjacent AI web/automation builder,"Senior ask, but trainable profile language",Company not exposed,,not_exposed,GoHighLevel Expert - CRM & Automation Specialist (Full-Time),https://www.onlinejobs.ph/jobseekers/job/GoHighLevel-Expert-CRM-Automation-Specialist-Full-Time-1677661,Full Time,40,"Jun 27, 2026","?43,700 - ?53,500 per month",922.41,CRM Marketing Automation GoHighLevel,"AI/build signals: claude, chatgpt, ai tools | Build surface: website, websites, repo, webhook, webhooks, automation, automations, workflow | Code/build substrate: repo, webhook, webhooks | Trainable language: va, sop | Scarcity/seniority signal: manager, expert","About My Digital Group We're a fast-moving digital agency that builds the websites, CRMs, and automation systems that local and expert-based businesses run on. We're small, AI-forward, and we move quickly. We're looking for a GoHighLevel specialist to own our..."
151,53,Adjacent AI web/automation builder,"Senior ask, but trainable profile language",Ninjaadvertising,https://ninjaadvertising.com,inferred_from_domain,HubSpot CRM & AI Automation Specialist,https://www.onlinejobs.ph/jobseekers/job/HubSpot-CRM-AI-Automation-Specialist-1676367,Part Time,20,"Jun 25, 2026",800,800.0,HubSpot CRM Marketing Automation AI Automation,"AI/build signals: claude, chatgpt, ai automation | Build surface: repo, api, apis, automation, automations | Code/build substrate: repo, api, apis | Trainable language: va | Scarcity/seniority signal: architect","We’re looking for someone to build, optimize, and maintain our HubSpot CRM while helping us create an AI-driven sales management system. The goal is to eliminate as much time as possible spent inside HubSpot without sacrificing visibility or organization. For..."
152,53,Adjacent AI web/automation builder,"Senior ask, but trainable profile language",Company not exposed,,not_exposed,Management Accountant for Management Accounts Project - AI Integration Exp. MUST,https://www.onlinejobs.ph/jobseekers/job/Management-Accountant-for-Management-Accounts-Project-AI-Integration-Exp-MUST-1677847,Gig,20,"Jun 28, 2026",$8-15 per hour D.O.E,2598.0,Financial Accounting Financial Forcasting Zapier,"AI/build signals: claude, chatgpt, ai tools | Build surface: dashboard, dashboards, repo, api, apis, automation, workflow, shopify | Code/build substrate: dashboard, dashboards, repo, api, apis | Trainable language: va, fresh | Scarcity/seniority signal: scalability","Management Accountant, Financial Dashboard Build (Short-term Project) About the role: We are looking for an experienced management accountant to join us on a short-term project (4-6 weeks) to build a live financial dashboard and supporting management accounts..."
153,53,Adjacent AI web/automation builder,"Senior ask, but trainable profile language",Le Studio NYC,,inferred_from_listing_header,Marketing & Leadgeneration Virtual Assistant - Good SalarY,https://www.onlinejobs.ph/jobseekers/job/Marketing-Leadgeneration-Virtual-Assistant-Good-SalarY-1661286,Full Time,TBD,"Jun 25, 2026",$6 to 8$ or more per hour based on s...,1385.6,,"AI/build signals: claude, chatgpt, ai tools | Build surface: repo, database, automation, workflow, workflows, ghl | Code/build substrate: repo, database | Trainable language: assistant, va, virtual assistant, learn | Scarcity/seniority signal: lead","APPLY : docs.google.com/forms/d/e/1FAIpQLSdfY5va5mFaFvSA9_PuUc6gsS3oEx9fDMjCRIflRc4vhM2ZCA/viewform?usp=sharing&ouid=112704830944857851752 We are a New York-based luxury photography and creative studio specializing in editorial-style maternity, newborn..."
154,53,Adjacent AI web/automation builder,Junior or trainable,Company not exposed,,not_exposed,Marketing Operations Specialist,https://www.onlinejobs.ph/jobseekers/job/Marketing-Operations-Specialist-1680703,Part Time,10,"Jul 2, 2026",3-5 an hour,5.0,,"AI/build signals: claude, chatgpt, ai tools | Build surface: repo, api, automation, automations, workflow, workflows, ghl, shopify | Code/build substrate: repo, api | Trainable language: va, sop","This role is perfect for someone who loves organization, AI, automation and making businesses run smoother. Responsibilities • Build email campaigns in Klaviyo • QA emails before they send • Organize SOPs • Use ChatGPT, Claude and AI tools • Build automations..."
155,53,Adjacent AI web/automation builder,"Senior ask, but trainable profile language",The Cain Collective LLC,,inferred_from_listing_header,Operations VA (Automation & Backend Systems),https://www.onlinejobs.ph/jobseekers/job/Operations-VA-Automation-Backend-Systems-1677762,Any,5,"Jun 27, 2026",10,10.0,,"AI/build signals: claude, openai, ai tools | Build surface: repo, api, automation, automations, workflow, workflows, gohighlevel, ghl | Code/build substrate: repo, api | Trainable language: va, sop | Scarcity/seniority signal: lead",**Applications without a Loom video will not be considered!** Part-Time | Remote | $8–$10/hr | 10 hrs/month (to start) and will scale up to approx 90 hrs/month WHO WE ARE AGENCY678 is a revenue operations and online business management agency. We build and...
156,53,High-confidence vibe coding,"Senior ask, but trainable profile language",Prodigy Media,,inferred_from_listing_header,Senior Graphic Designer with Modern Skill with AI Prompting Master Skils and proven experience with Amazon,https://www.onlinejobs.ph/jobseekers/job/Senior-Graphic-Designer-with-Modern-Skill-with-AI-Prompting-Master-Skils-and-proven-experience-with-Amazon-1673932,Full Time,40,"Jun 30, 2026",$1000-$1200 USD/mth,1200.0,,"Explicit tools: claude code | AI/build signals: claude, ai tools | Build surface: repo, workflow, workflows | Code/build substrate: repo, claude code | Trainable language: va, templates | Scarcity/seniority signal: senior, lead, 5+ years","ABOUT US Since 2013, Prodigy Media has built more than brands — we've created an Amazon-native empire. With 12 years of proven success and 28+ product lines under our belt, we don't play small. Our mission? Launch culturally resonant, design-led, emotionally..."
